,0,1
0,True_False_False,21.597313
1,True_False_False,20.98126
2,True_False_False,20.192581
3,True_False_False,20.7194
4,True_False_False,21.448952
5,True_False_False,22.625895
6,True_False_False,21.77774
7,True_False_False,21.723618
8,True_False_False,21.819084
9,True_False_False,21.892952
10,True_False_False,22.126564
11,True_False_False,22.545977
12,True_False_False,22.772444
13,True_False_False,22.507677
14,True_False_False,21.808893
15,True_False_False,21.870699
16,True_False_False,21.924034
17,True_False_False,20.247
18,True_False_False,20.454988
19,True_False_False,20.483027
20,True_False_False,20.964582
21,True_False_False,22.17068
22,True_False_False,22.115969
23,True_False_False,21.43085
24,True_False_False,21.667788
25,True_False_False,21.160456
26,True_False_False,21.257505
27,True_False_False,21.043985
28,True_False_False,20.94731
29,True_False_False,21.09516
30,True_False_False,21.103378
31,True_False_False,21.246294
32,True_False_False,20.721468
33,True_False_False,21.739
34,True_False_False,21.601929
35,True_False_False,22.577929
36,True_False_False,21.671997
37,True_False_False,21.432604
38,True_False_False,21.791895
39,True_False_False,22.7777
40,True_False_False,22.848291
41,True_False_False,21.922968
42,True_False_False,20.626837
43,True_False_False,21.78047
44,True_False_False,21.697556
45,True_False_False,20.933126
46,True_False_False,20.750868
47,True_False_False,21.419
48,True_False_False,20.77354
49,True_False_False,20.04526
50,True_False_False,20.576868
51,True_False_False,21.318542
52,True_False_False,22.468758
53,True_False_False,21.263632
54,True_False_False,21.353868
55,True_False_False,21.347723
56,True_False_False,21.03315
57,True_False_False,21.367697
58,True_False_False,22.545355
59,True_False_False,22.769876
60,True_False_False,22.89921
61,True_False_False,21.92064
62,True_False_False,22.025833
63,True_False_False,21.942415
64,True_False_False,20.518301
65,True_False_False,20.375793
66,True_False_False,20.641964
67,True_False_False,21.075834
68,True_False_False,21.888496
69,True_False_False,21.616991
70,True_False_False,21.38299
71,True_False_False,21.339867
72,True_False_False,20.856455
73,True_False_False,21.289383
74,True_False_False,21.01533
75,True_False_False,20.846375
76,True_False_False,21.469545
77,True_False_False,21.102655
78,True_False_False,20.194216
79,True_False_False,21.313135
80,True_False_False,21.71537
81,True_False_False,22.488785
82,True_False_False,21.394548
83,True_False_False,20.931328
84,True_False_False,21.614347
85,True_False_False,22.490732
86,True_False_False,22.491842
87,True_False_False,21.488771
88,True_False_False,20.333021
89,True_False_False,21.451712
90,True_False_False,21.673935
91,True_False_False,21.645868
92,True_False_False,21.56856
93,True_False_False,21.504807
94,True_False_False,20.906843
95,True_False_False,20.11086
96,True_False_False,20.64161
97,True_False_False,21.503494
98,True_False_False,22.669771
99,True_False_False,21.653864
100,True_False_False,21.673628
101,True_False_False,21.686598
102,True_False_False,21.578995
103,True_False_False,21.98346
104,True_False_False,22.498436
105,True_False_False,22.64231
106,True_False_False,22.67581
107,True_False_False,21.877436
108,True_False_False,21.992308
109,True_False_False,22.084908
110,True_False_False,20.524355
111,True_False_False,20.31501
112,True_False_False,20.619186
113,True_False_False,20.93399
114,True_False_False,21.609268
115,True_False_False,21.425207
116,True_False_False,21.391441
117,True_False_False,21.140667
118,True_False_False,20.718653
119,True_False_False,21.137314
120,True_False_False,20.874624
121,True_False_False,20.830172
122,True_False_False,21.422386
123,True_False_False,21.509771
124,True_False_False,20.120396
125,True_False_False,21.486908
126,True_False_False,21.504173
127,True_False_False,22.223112
128,True_False_False,21.59191
129,True_False_False,21.396973
130,True_False_False,22.028366
131,True_False_False,22.452139
132,True_False_False,22.79307
133,True_False_False,21.685709
134,True_False_False,20.62698
135,True_False_False,21.443748
136,True_False_False,21.939056
137,True_False_False,21.157383
138,True_False_False,21.209806
139,True_False_False,21.55287
140,True_False_False,20.96943
141,True_False_False,20.067722
142,True_False_False,20.648336
143,True_False_False,21.26517
144,True_False_False,22.605486
145,True_False_False,21.758965
146,True_False_False,21.55474
147,True_False_False,21.529627
148,True_False_False,21.48623
149,True_False_False,21.694239
150,True_False_False,22.377487
151,True_False_False,22.187126
152,True_False_False,22.230186
153,True_False_False,22.02934
154,True_False_False,21.727785
155,True_False_False,21.790634
156,True_False_False,20.224005
157,True_False_False,20.340746
158,True_False_False,20.338125
159,True_False_False,20.997915
160,True_False_False,21.801064
161,True_False_False,21.624472
162,True_False_False,21.3804
163,True_False_False,21.233866
164,True_False_False,20.860277
165,True_False_False,21.207111
166,True_False_False,20.954306
167,True_False_False,20.844252
168,True_False_False,21.373953
169,True_False_False,21.205475
170,True_False_False,20.180923
171,True_False_False,21.802788
172,True_False_False,21.654024
173,True_False_False,22.395895
174,True_False_False,21.46791
175,True_False_False,21.4509
176,True_False_False,21.842934
177,True_False_False,22.604593
178,True_False_False,22.57128
179,True_False_False,21.66529
180,True_False_False,20.436817
181,True_False_False,21.592567
182,True_False_False,21.551529
183,True_False_False,20.935125
184,True_False_False,21.57406
185,True_False_False,21.04026
186,True_False_False,20.130152
187,True_False_False,20.614592
188,True_False_False,21.29195
189,True_False_False,22.54503
190,True_False_False,21.418198
191,True_False_False,21.430063
192,True_False_False,21.216618
193,True_False_False,21.22096
194,True_False_False,21.737953
195,True_False_False,22.54364
196,True_False_False,22.298845
197,True_False_False,22.401651
198,True_False_False,21.909994
199,True_False_False,21.92758
200,True_False_False,22.101395
201,True_False_False,20.511673
202,True_False_False,20.107416
203,True_False_False,20.383585
204,True_False_False,20.66147
205,True_False_False,21.962807
206,True_False_False,21.798063
207,True_False_False,21.321104
208,True_False_False,21.411165
209,True_False_False,20.86813
210,True_False_False,21.140974
211,True_False_False,20.955149
212,True_False_False,20.787334
213,True_False_False,21.252464
214,True_False_False,21.037735
215,True_False_False,20.28875
216,True_False_False,21.859047
217,True_False_False,21.456804
218,True_False_False,22.313683
219,True_False_False,21.171051
220,True_False_False,21.296919
221,True_False_False,21.587423
222,True_False_False,22.691444
223,True_False_False,22.739614
224,True_False_False,21.465927
225,True_False_False,20.22095
226,True_False_False,21.39888
227,True_False_False,21.636526
228,True_False_False,21.391233
229,True_False_False,21.535559
230,True_False_False,21.02711
231,True_False_False,20.562757
232,True_False_False,19.90698
233,True_False_False,20.263683
234,True_False_False,20.460098
235,True_False_False,20.763433
236,True_False_False,22.26689
237,True_False_False,20.815912
238,True_False_False,20.777746
239,True_False_False,20.85465
240,True_False_False,20.895578
241,True_False_False,20.8524
242,True_False_False,21.739494
243,True_False_False,22.030174
244,True_False_False,21.792517
245,True_False_False,20.948433
246,True_False_False,20.678509
247,True_False_False,20.6052
248,True_False_False,19.807571
249,True_False_False,20.952099
250,True_False_False,20.568024
251,True_False_False,20.416677
252,True_False_False,21.674856
253,True_False_False,21.56529
254,True_False_False,21.212957
255,True_False_False,21.092455
256,True_False_False,20.758825
257,True_False_False,20.672203
258,True_False_False,20.856361
259,True_False_False,20.88917
260,True_False_False,20.999964
261,True_False_False,19.694675
262,True_False_False,18.457527
263,True_False_False,20.6184
264,True_False_False,20.780529
265,True_False_False,21.285568
266,True_False_False,20.203844
267,True_False_False,19.773064
268,True_False_False,20.53538
269,True_False_False,21.65259
270,True_False_False,21.995743
271,True_False_False,19.672373
272,True_False_False,18.296465
273,True_False_False,20.34171
274,True_False_False,20.37517
275,True_False_False,20.167336
276,True_False_False,20.791637
277,True_False_False,21.269297
278,True_False_False,20.698668
279,True_False_False,19.948206
280,True_False_False,20.398993
281,True_False_False,20.376966
282,True_False_False,20.57001
283,True_False_False,22.383223
284,True_False_False,20.804876
285,True_False_False,20.830107
286,True_False_False,20.869465
287,True_False_False,21.03088
288,True_False_False,21.189081
289,True_False_False,22.14612
290,True_False_False,21.896994
291,True_False_False,21.855093
292,True_False_False,21.190214
293,True_False_False,20.873745
294,True_False_False,20.881277
295,True_False_False,19.953611
296,True_False_False,21.058393
297,True_False_False,20.775251
298,True_False_False,20.739895
299,True_False_False,21.433146
300,True_False_False,21.36238
301,True_False_False,21.111391
302,True_False_False,20.62493
303,True_False_False,20.286291
